Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-7gnq,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: hedonic,Spreadsheet: uti,Manipulation: Spreadsheet,branch-4sm5
17,1747077340761,"12/05/2025, 19:15:40",1747059340761,-5,"12/05/2025, 09:15:40",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,continue,,19197.400000047695,19183,19197.400000047695,19197.400000047695,19183,19197.400000047695,1,0,0,,Click To Continue,Continue Button,6,object-121,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
18,1747077340765,"12/05/2025, 19:15:40",1747059340765,-5,"12/05/2025, 09:15:40",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Slightly valuable,7116.600000000006,19183,19199.599999999977,7116.600000000006,19183,19199.599999999977,1,12082.99999999997,0,,Rating Scale,Rating Scale,3,object-118,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
19,1747077340765,"12/05/2025, 19:15:40",1747059340765,-5,"12/05/2025, 09:15:40",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Trust somewhat,18599.70000000001,19183,19199.599999999977,18599.70000000001,19183,19199.599999999977,1,599.8999999999651,0,,Rating Scale,Rating Scale,5,object-120,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
20,1747077349445,"12/05/2025, 19:15:49",1747059349445,-5,"12/05/2025, 09:15:49",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,8697.700000000012,8683.300000000017,8697.700000000012,8697.700000000012,8683.300000000017,8697.700000000012,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
21,1747077363616,"12/05/2025, 19:16:03",1747059363616,-5,"12/05/2025, 09:16:03",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,0,12766.5,14166.399999999994,14183,12766.5,14166.399999999994,14183,1,1416.5,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
22,1747077363622,"12/05/2025, 19:16:03",1747059363622,-5,"12/05/2025, 09:16:03",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Very unlikely,4233.299999999988,14166.399999999994,14183,4233.299999999988,14166.399999999994,14183,1,9949.700000000012,0,,Rating Scale,Rating Scale,4,object-86,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
23,1747077389279,"12/05/2025, 19:16:29",1747059389279,-5,"12/05/2025, 09:16:29",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,continue,,25681.200000047684,25666.399999999994,25681.200000047684,25681.200000047684,25666.399999999994,25681.200000047684,1,0,0,,Click To Continue,Continue Button,6,object-128,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
24,1747077389282,"12/05/2025, 19:16:29",1747059389282,-5,"12/05/2025, 09:16:29",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Moderately valuable,10765.600000000006,25666.399999999994,25683.099999999977,10765.600000000006,25666.399999999994,25683.099999999977,1,14917.49999999997,0,,Rating Scale,Rating Scale,3,object-125,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
25,1747077389282,"12/05/2025, 19:16:29",1747059389282,-5,"12/05/2025, 09:16:29",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Trust somewhat,25083,25666.399999999994,25683.099999999977,25083,25666.399999999994,25683.099999999977,1,600.0999999999767,0,,Rating Scale,Rating Scale,5,object-127,Display 2,scarcity_hed_choc.png,scarcity_hed_hd.png,,consent
26,1747077389284,"12/05/2025, 19:16:29",1747059389284,-5,"12/05/2025, 09:16:29",226982,11,task-yeyg,,46103116,13405085,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1470x956,1470x831,,Scarcity_cue,7,Scarcity,,,,,,,info,END,,,240392,,,,,,,,,,,,,,,,consent
﻿1,1747078982821,"12/05/2025, 19:43:02",1747060982821,-5,"12/05/2025, 09:43:02",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1747079013641,"12/05/2025, 19:43:33",1747061013641,-5,"12/05/2025, 09:43:33",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,13479.732000000004,13466.555,13479.732000000004,13479.732000000004,13466.555,13479.732000000004,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
3,1747079032662,"12/05/2025, 19:43:52",1747061032662,-5,"12/05/2025, 09:43:52",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,60,13033.160000000003,19016.598000000005,19033.26400000001,13033.160000000003,19016.598000000005,19033.26400000001,1,6000.104000000007,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
4,1747079032665,"12/05/2025, 19:43:52",1747061032665,-5,"12/05/2025, 09:43:52",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Very unlikely,8766.664000000004,19016.598000000005,19033.26400000001,8766.664000000004,19016.598000000005,19033.26400000001,1,10266.600000000006,0,,Rating Scale,Rating Scale,4,object-15,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
5,1747079074753,"12/05/2025, 19:44:34",1747061074753,-5,"12/05/2025, 09:44:34",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,continue,,42108.878999713896,42099.459,42108.878999713896,42108.878999713896,42099.459,42108.878999713896,1,0,0,,Click To Continue,Continue Button,6,object-122,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
6,1747079074756,"12/05/2025, 19:44:34",1747061074756,-5,"12/05/2025, 09:44:34",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Slightly valuable,36183.028999999995,42099.459,42112.17899990463,36183.028999999995,42099.459,42112.17899990463,1,5929.1499999046355,0,,Rating Scale,Rating Scale,3,object-94,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
7,1747079074757,"12/05/2025, 19:44:34",1747061074757,-5,"12/05/2025, 09:44:34",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Neutral,41699.47499999999,42099.459,42112.47899961853,41699.47499999999,42099.459,42112.47899961853,1,413.0039996185369,0,,Rating Scale,Rating Scale,5,object-97,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
8,1747079099153,"12/05/2025, 19:44:59",1747061099153,-5,"12/05/2025, 09:44:59",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,24409.219999904628,24400.025999999983,24409.219999904628,24409.219999904628,24400.025999999983,24409.219999904628,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
9,1747079104639,"12/05/2025, 19:45:04",1747061104639,-5,"12/05/2025, 09:45:04",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,20,3149.8740000000107,5483.114000000001,5495.693999904644,3149.8740000000107,5483.114000000001,5495.693999904644,1,2345.8199999046337,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
10,1747079104641,"12/05/2025, 19:45:04",1747061104641,-5,"12/05/2025, 09:45:04",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Neutral,1616.6020000000135,5483.114000000001,5497.39399971391,1616.6020000000135,5483.114000000001,5497.39399971391,1,3880.791999713896,0,,Rating Scale,Rating Scale,4,object-71,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
11,1747079137034,"12/05/2025, 19:45:37",1747061137034,-5,"12/05/2025, 09:45:37",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,continue,,32406.679999809276,32399.822000000015,32406.679999809276,32406.679999809276,32399.822000000015,32406.679999809276,1,0,0,,Click To Continue,Continue Button,6,object-125,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
12,1747079137036,"12/05/2025, 19:45:37",1747061137036,-5,"12/05/2025, 09:45:37",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,response,Slightly valuable,26766.714000000007,32399.822000000015,32409.579999904643,26766.714000000007,32399.822000000015,32409.579999904643,1,5642.865999904636,0,,Rating Scale,Rating Scale,3,object-103,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
13,1747079137037,"12/05/2025, 19:45:37",1747061137037,-5,"12/05/2025, 09:45:37",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,response,Trust completely,31866.51000000001,32399.822000000015,32409.98000000001,31866.51000000001,32399.822000000015,32409.98000000001,1,543.4700000000012,0,,Rating Scale,Rating Scale,5,object-105,Display 1,no_uti_hd.png,no_hed_choc.png,,consent
14,1747079139717,"12/05/2025, 19:45:39",1747061139717,-5,"12/05/2025, 09:45:39",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,2690.557999618526,2683.603999999992,2690.557999618526,2690.557999618526,2683.603999999992,2690.557999618526,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
15,1747079185703,"12/05/2025, 19:46:25",1747061185703,-5,"12/05/2025, 09:46:25",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,10,44883.024000000005,45982.98000000001,45992.953999618534,44883.024000000005,45982.98000000001,45992.953999618534,1,1109.929999618529,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
16,1747079185705,"12/05/2025, 19:46:25",1747061185705,-5,"12/05/2025, 09:46:25",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Very unlikely,42599.443,45982.98000000001,45995.3539997139,42599.443,45982.98000000001,45995.3539997139,1,3395.910999713902,0,,Rating Scale,Rating Scale,4,object-56,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
17,1747079193517,"12/05/2025, 19:46:33",1747061193517,-5,"12/05/2025, 09:46:33",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,continue,,7824.073999999993,7816.353999999992,7824.073999999993,7824.073999999993,7816.353999999992,7824.073999999993,1,0,0,,Click To Continue,Continue Button,6,object-126,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
18,1747079193517,"12/05/2025, 19:46:33",1747061193517,-5,"12/05/2025, 09:46:33",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,response,Not valuable at all,4166.5,7816.353999999992,7824.573999999993,4166.5,7816.353999999992,7824.573999999993,1,3658.0739999999932,0,,Rating Scale,Rating Scale,3,object-111,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
19,1747079193518,"12/05/2025, 19:46:33",1747061193518,-5,"12/05/2025, 09:46:33",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,response,Trust very little,6916.389999999985,7816.353999999992,7825.073999999993,6916.389999999985,7816.353999999992,7825.073999999993,1,908.6840000000084,0,,Rating Scale,Rating Scale,5,object-113,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
20,1747079219434,"12/05/2025, 19:46:59",1747061219434,-5,"12/05/2025, 09:46:59",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,25924.919999809266,25916.790999999997,25924.919999809266,25924.919999809266,25916.790999999997,25924.919999809266,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
21,1747079231739,"12/05/2025, 19:47:11",1747061231739,-5,"12/05/2025, 09:47:11",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,100,10549.943000000028,12299.873000000021,12313.028999904636,10549.943000000028,12299.873000000021,12313.028999904636,1,1763.085999904608,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
22,1747079231742,"12/05/2025, 19:47:11",1747061231742,-5,"12/05/2025, 09:47:11",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Somewhat unlikely,9082.970000000001,12299.873000000021,12315.929000000004,9082.970000000001,12299.873000000021,12315.929000000004,1,3232.9590000000026,0,,Rating Scale,Rating Scale,4,object-86,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
23,1747079238685,"12/05/2025, 19:47:18",1747061238685,-5,"12/05/2025, 09:47:18",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 7,zwgmqn,6,continue,,6959.055999999982,6950.061999999976,6959.055999999982,6959.055999999982,6950.061999999976,6959.055999999982,1,0,0,,Click To Continue,Continue Button,6,object-127,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
24,1747079238686,"12/05/2025, 19:47:18",1747061238686,-5,"12/05/2025, 09:47:18",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 7,zwgmqn,6,response,Somewhat valuable,4133.168000000005,6950.061999999976,6959.85599971388,4133.168000000005,6950.061999999976,6959.85599971388,1,2826.687999713875,0,,Rating Scale,Rating Scale,3,object-119,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
25,1747079238686,"12/05/2025, 19:47:18",1747061238686,-5,"12/05/2025, 09:47:18",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 7,zwgmqn,6,response,Trust a lot,6466.407999999996,6950.061999999976,6960.155999904615,6466.407999999996,6950.061999999976,6960.155999904615,1,493.74799990461906,0,,Rating Scale,Rating Scale,5,object-121,Display 2,no_uti_choc.png,no_hed_hd.png,,consent
26,1747079238693,"12/05/2025, 19:47:18",1747061238693,-5,"12/05/2025, 09:47:18",226982,11,task-a3hj,,46103835,13405319,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,920x757,,None_cue,7,No Cue,,,,,,,info,END,,,255814,,,,,,,,,,,,,,,,consent
﻿1,1747093490492,"12/05/2025, 23:44:50",1747075490492,-5,"12/05/2025, 13:44:50",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1747093506118,"12/05/2025, 23:45:06",1747075506118,-5,"12/05/2025, 13:45:06",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,12980.900000000003,12960.500000000002,12980.900000000003,12980.900000000003,12960.500000000002,12980.900000000003,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
3,1747093545945,"12/05/2025, 23:45:45",1747075545945,-5,"12/05/2025, 13:45:45",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,100,27980,39840,39849.69999990463,27980,39840,39849.69999990463,1,11869.699999904631,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
4,1747093545947,"12/05/2025, 23:45:45",1747075545947,-5,"12/05/2025, 13:45:45",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Neutral,6079.899999999998,39840,39851.49999997616,6079.899999999998,39840,39851.49999997616,1,33771.599999976155,0,,Rating Scale,Rating Scale,4,object-15,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
5,1747093569789,"12/05/2025, 23:46:09",1747075569789,-5,"12/05/2025, 13:46:09",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,continue,,23853.799999928473,23839.999999999993,23853.799999928473,23853.799999928473,23839.999999999993,23853.799999928473,1,0,0,,Click To Continue,Continue Button,6,object-103,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
6,1747093569793,"12/05/2025, 23:46:09",1747075569793,-5,"12/05/2025, 13:46:09",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,response,Moderately valuable,6499.999999999993,23839.999999999993,23858.19999990463,6499.999999999993,23839.999999999993,23858.19999990463,1,17358.19999990464,0,,Rating Scale,Rating Scale,3,object-98,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
7,1747093569794,"12/05/2025, 23:46:09",1747075569794,-5,"12/05/2025, 13:46:09",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,response,Trust fairly well,23179.999999999993,23839.999999999993,23858.6,23179.999999999993,23839.999999999993,23858.6,1,678.6000000000058,0,,Rating Scale,Rating Scale,5,object-101,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
8,1747093579929,"12/05/2025, 23:46:19",1747075579929,-5,"12/05/2025, 13:46:19",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,10153.999999976164,10140,10153.999999976164,10153.999999976164,10140,10153.999999976164,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
9,1747093592983,"12/05/2025, 23:46:32",1747075592983,-5,"12/05/2025, 13:46:32",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,110,8060.100000000006,13060,13067.399999952322,8060.100000000006,13060,13067.399999952322,1,5007.299999952316,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
10,1747093592983,"12/05/2025, 23:46:32",1747075592983,-5,"12/05/2025, 13:46:32",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Neutral,5220.100000000006,13060,13068.199999904638,5220.100000000006,13060,13068.199999904638,1,7848.099999904633,0,,Rating Scale,Rating Scale,4,object-71,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
11,1747093597360,"12/05/2025, 23:46:37",1747075597360,-5,"12/05/2025, 13:46:37",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,continue,,4384.899999952322,4380.100000000006,4384.899999952322,4384.899999952322,4380.100000000006,4384.899999952322,1,0,0,,Click To Continue,Continue Button,6,object-110,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
12,1747093597361,"12/05/2025, 23:46:37",1747075597361,-5,"12/05/2025, 13:46:37",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Fairly valuable,1520.1000000000058,4380.100000000006,4385.600000000006,1520.1000000000058,4380.100000000006,4385.600000000006,1,2865.5,0,,Rating Scale,Rating Scale,3,object-107,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
13,1747093597361,"12/05/2025, 23:46:37",1747075597361,-5,"12/05/2025, 13:46:37",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Trust fairly well,3520.100000000006,4380.100000000006,4385.899999952322,3520.100000000006,4380.100000000006,4385.899999952322,1,865.7999999523163,0,,Rating Scale,Rating Scale,5,object-109,Display 1,both_uti_hd.png,both_hed_hd.png,,consent
14,1747093606717,"12/05/2025, 23:46:46",1747075606717,-5,"12/05/2025, 13:46:46",226982,11,task-cicn,,46108495,13406503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1512x982,1393x748,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,9362.199999928474,9360,9362.199999928474,9362.199999928474,9360,9362.199999928474,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,both_uti_choc.png,both_hed_choc.png,,consent
