Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-7gnq,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: hedonic,Spreadsheet: uti,Manipulation: Spreadsheet,branch-4sm5
9,1.747E+12,"11/05/2025, 22:06:44",1.74698E+12,-5,"11/05/2025, 12:06:44",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,0,52584.951,57751.411,57765.398,52584.951,57751.411,57765.398,1,5180.447,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,both_uti_choc.png,both_uti_hd.png,,consent
10,1.747E+12,"11/05/2025, 22:06:44",1.74698E+12,-5,"11/05/2025, 12:06:44",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Very unlikely,49435.077,57751.411,57768.077,49435.077,57751.411,57768.077,1,8333,0,,Rating Scale,Rating Scale,4,object-71,Display 1,both_uti_choc.png,both_uti_hd.png,,consent
11,1.747E+12,"11/05/2025, 22:07:03",1.74698E+12,-5,"11/05/2025, 12:07:03",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,continue,,18960.387,18951.183,18960.387,18960.387,18951.183,18960.387,1,0,0,,Click To Continue,Continue Button,6,object-110,Display 1,both_uti_choc.png,both_uti_hd.png,,consent
12,1.747E+12,"11/05/2025, 22:07:03",1.74698E+12,-5,"11/05/2025, 12:07:03",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Somewhat valuable,12467.32,18951.183,18963.787,12467.32,18951.183,18963.787,1,6496.467,0,,Rating Scale,Rating Scale,3,object-107,Display 1,both_uti_choc.png,both_uti_hd.png,,consent
13,1.747E+12,"11/05/2025, 22:07:03",1.74698E+12,-5,"11/05/2025, 12:07:03",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Trust a lot,18167.881,18951.183,18964.087,18167.881,18951.183,18964.087,1,796.206,0,,Rating Scale,Rating Scale,5,object-109,Display 1,both_uti_choc.png,both_uti_hd.png,,consent
14,1.747E+12,"11/05/2025, 22:07:12",1.74698E+12,-5,"11/05/2025, 12:07:12",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,9126.604,9116.302,9126.604,9126.604,9116.302,9126.604,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
15,1.747E+12,"11/05/2025, 22:07:30",1.74698E+12,-5,"11/05/2025, 12:07:30",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,20,17684.405,18634.367,18644.902,17684.405,18634.367,18644.902,1,960.4969999,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
16,1.747E+12,"11/05/2025, 22:07:30",1.74698E+12,-5,"11/05/2025, 12:07:30",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Unlikely,6000.585,18634.367,18651.033,6000.585,18634.367,18651.033,1,12650.448,0,,Rating Scale,Rating Scale,4,object-56,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
17,1.747E+12,"11/05/2025, 22:07:45",1.74698E+12,-5,"11/05/2025, 12:07:45",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,continue,,14641.635,14633.514,14641.635,14641.635,14633.514,14641.635,1,0,0,,Click To Continue,Continue Button,6,object-118,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
18,1.747E+12,"11/05/2025, 22:07:45",1.74698E+12,-5,"11/05/2025, 12:07:45",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,response,Fairly valuable,3099.876,14633.514,14643.535,3099.876,14633.514,14643.535,1,11543.659,0,,Rating Scale,Rating Scale,3,object-115,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
19,1.747E+12,"11/05/2025, 22:07:45",1.74698E+12,-5,"11/05/2025, 12:07:45",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,response,Neutral,5167.226,14633.514,14644.035,5167.226,14633.514,14644.035,1,9476.809,0,,Rating Scale,Rating Scale,5,object-117,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
20,1.747E+12,"11/05/2025, 22:07:56",1.74698E+12,-5,"11/05/2025, 12:07:56",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,10857.621,10850.353,10857.621,10857.621,10850.353,10857.621,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
21,1.747E+12,"11/05/2025, 22:08:02",1.74698E+12,-5,"11/05/2025, 12:08:02",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 8,wdarmw,5,response,10,5667.257,6583.887,6596.268,5667.257,6583.887,6596.268,1,929.011,0,,Single Number Entry,Single Number Entry,6,object-133,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
22,1.747E+12,"11/05/2025, 22:08:02",1.74698E+12,-5,"11/05/2025, 12:08:02",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 8,wdarmw,5,response,Neutral,2134.065,6583.887,6597.268,2134.065,6583.887,6597.268,1,4463.203,0,,Rating Scale,Rating Scale,4,object-131,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
23,1.747E+12,"11/05/2025, 22:08:09",1.74698E+12,-5,"11/05/2025, 12:08:09",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,continue,,6324.481,6317.19,6324.481,6324.481,6317.19,6324.481,1,0,0,,Click To Continue,Continue Button,6,object-126,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
24,1.747E+12,"11/05/2025, 22:08:09",1.74698E+12,-5,"11/05/2025, 12:08:09",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,response,Fairly valuable,3783.182,6317.19,6325.581,3783.182,6317.19,6325.581,1,2542.399,0,,Rating Scale,Rating Scale,3,object-123,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
25,1.747E+12,"11/05/2025, 22:08:09",1.74698E+12,-5,"11/05/2025, 12:08:09",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,response,Trust fairly well,5083.906,6317.19,6325.781,5083.906,6317.19,6325.781,1,1241.875,0,,Rating Scale,Rating Scale,5,object-125,Display 2,both_hed_hd.png,both_hed_choc.png,,consent
26,1.747E+12,"11/05/2025, 22:08:09",1.74698E+12,-5,"11/05/2025, 12:08:09",226982,10,task-cicn,,46072544,13398242,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,WeChat 6.8.0,1440x900,1281x756,,Both_cue,8,P+S,,,,,,,info,END,,,240570,,,,,,,,,,,,,,,,consent
﻿1,1.747E+12,"11/05/2025, 22:13:47",1.74698E+12,-5,"11/05/2025, 12:13:47",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.747E+12,"11/05/2025, 22:14:26",1.74698E+12,-5,"11/05/2025, 12:14:26",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,38387.6,38381.5,38387.6,38387.6,38381.5,38387.6,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
3,1.747E+12,"11/05/2025, 22:15:16",1.74698E+12,-5,"11/05/2025, 12:15:16",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,10,33423.9,50278.2,50281.7,33423.9,50278.2,50281.7,1,16857.8,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
4,1.747E+12,"11/05/2025, 22:15:16",1.74698E+12,-5,"11/05/2025, 12:15:16",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Very unlikely,18345.2,50278.2,50283.7,18345.2,50278.2,50283.7,1,31938.5,0,,Rating Scale,Rating Scale,4,object-15,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
5,1.747E+12,"11/05/2025, 22:15:48",1.74698E+12,-5,"11/05/2025, 12:15:48",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,continue,,31702,31696.7,31702,31702,31696.7,31702,1,0,0,,Click To Continue,Continue Button,6,object-109,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
6,1.747E+12,"11/05/2025, 22:15:48",1.74698E+12,-5,"11/05/2025, 12:15:48",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,response,Fairly valuable,18339.2,31696.7,31702.8,18339.2,31696.7,31702.8,1,13363.6,0,,Rating Scale,Rating Scale,3,object-104,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
7,1.747E+12,"11/05/2025, 22:15:48",1.74698E+12,-5,"11/05/2025, 12:15:48",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 8,yxwrgs,3,response,Trust a lot,24017.9,31696.7,31702.8,24017.9,31696.7,31702.8,1,7684.9,0,,Rating Scale,Rating Scale,5,object-107,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
8,1.747E+12,"11/05/2025, 22:16:20",1.74698E+12,-5,"11/05/2025, 12:16:20",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,31930.5,31926.9,31930.5,31930.5,31926.9,31930.5,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
9,1.747E+12,"11/05/2025, 22:16:34",1.74698E+12,-5,"11/05/2025, 12:16:34",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,3,13466.6,14260.4,14266.4,13466.6,14260.4,14266.4,1,799.8,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
10,1.747E+12,"11/05/2025, 22:16:34",1.74698E+12,-5,"11/05/2025, 12:16:34",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Unlikely,9672.6,14260.4,14266.4,9672.6,14260.4,14266.4,1,4593.8,0,,Rating Scale,Rating Scale,4,object-71,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
11,1.747E+12,"11/05/2025, 22:16:51",1.74698E+12,-5,"11/05/2025, 12:16:51",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,continue,,16868.1,16866.6,16868.1,16868.1,16866.6,16868.1,1,0,0,,Click To Continue,Continue Button,6,object-96,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
12,1.747E+12,"11/05/2025, 22:16:51",1.74698E+12,-5,"11/05/2025, 12:16:51",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,response,Slightly valuable,5200,16866.6,16869.8,5200,16866.6,16869.8,1,11669.8,0,,Rating Scale,Rating Scale,3,object-93,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
13,1.747E+12,"11/05/2025, 22:16:51",1.74698E+12,-5,"11/05/2025, 12:16:51",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 1,Screen 9,hrk9he,6,response,Neutral,10369.7,16866.6,16870,10369.7,16866.6,16870,1,6500.3,0,,Rating Scale,Rating Scale,5,object-95,Display 1,scarcity_hed_hd.png,scarcity_uti_choc.png,,consent
14,1.747E+12,"11/05/2025, 22:17:09",1.74698E+12,-5,"11/05/2025, 12:17:09",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,18371,18369.5,18371,18371,18369.5,18371,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
15,1.747E+12,"11/05/2025, 22:17:25",1.74698E+12,-5,"11/05/2025, 12:17:25",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,20,11430.2,15812,15815.6,11430.2,15812,15815.6,1,4385.4,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
16,1.747E+12,"11/05/2025, 22:17:25",1.74698E+12,-5,"11/05/2025, 12:17:25",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Neutral,4096.9,15812,15817,4096.9,15812,15817,1,11720.1,0,,Rating Scale,Rating Scale,4,object-56,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
17,1.747E+12,"11/05/2025, 22:17:38",1.74698E+12,-5,"11/05/2025, 12:17:38",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,continue,,12708.7,12702.8,12708.7,12708.7,12702.8,12708.7,1,0,0,,Click To Continue,Continue Button,6,object-121,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
18,1.747E+12,"11/05/2025, 22:17:38",1.74698E+12,-5,"11/05/2025, 12:17:38",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Moderately valuable,2224.1,12702.8,12708.9,2224.1,12702.8,12708.9,1,10484.8,0,,Rating Scale,Rating Scale,3,object-118,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
19,1.747E+12,"11/05/2025, 22:17:38",1.74698E+12,-5,"11/05/2025, 12:17:38",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 6,lalvnl,3,response,Trust a lot,6224.1,12702.8,12708.9,6224.1,12702.8,12708.9,1,6484.8,0,,Rating Scale,Rating Scale,5,object-120,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
20,1.747E+12,"11/05/2025, 22:17:50",1.74698E+12,-5,"11/05/2025, 12:17:50",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,12477.6,12472.6,12477.6,12477.6,12472.6,12477.6,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
21,1.747E+12,"11/05/2025, 22:18:21",1.74698E+12,-5,"11/05/2025, 12:18:21",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,10,10527.2,30454.3,30460.4,10527.2,30454.3,30460.4,1,19933.2,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
22,1.747E+12,"11/05/2025, 22:18:21",1.74698E+12,-5,"11/05/2025, 12:18:21",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Unlikely,2575.8,30454.3,30460.4,2575.8,30454.3,30460.4,1,27884.6,0,,Rating Scale,Rating Scale,4,object-86,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
23,1.747E+12,"11/05/2025, 22:18:29",1.74698E+12,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,continue,,8512.7,8508.9,8512.7,8512.7,8508.9,8512.7,1,0,0,,Click To Continue,Continue Button,6,object-128,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
24,1.747E+12,"11/05/2025, 22:18:29",1.74698E+12,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Slightly valuable,1878.8,8508.9,8513.1,1878.8,8508.9,8513.1,1,6634.3,0,,Rating Scale,Rating Scale,3,object-125,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
25,1.747E+12,"11/05/2025, 22:18:29",1.74698E+12,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,Spreadsheet1,1,Display 2,Screen 7,snyktl,6,response,Trust somewhat,5121.1,8508.9,8513.3,5121.1,8508.9,8513.3,1,3392.2,0,,Rating Scale,Rating Scale,5,object-127,Display 2,scarcity_hed_choc.png,scarcity_uti_hd.png,,consent
26,1.747E+12,"11/05/2025, 22:18:29",1.74698E+12,-5,"11/05/2025, 12:18:29",226982,10,task-yeyg,,46072646,13398264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1829x1143,1829x974,,Scarcity_cue,7,Scarcity,,,,,,,info,END,,,282376,,,,,,,,,,,,,,,,consent
﻿1,1.74701E+12,"12/05/2025, 01:06:23",1.74699E+12,-5,"11/05/2025, 15:06:23",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.74701E+12,"12/05/2025, 01:06:44",1.74699E+12,-5,"11/05/2025, 15:06:44",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,20657.6,20651.1,20657.6,20657.6,20651.1,20657.6,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
3,1.74701E+12,"12/05/2025, 01:07:33",1.74699E+12,-5,"11/05/2025, 15:07:33",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,20,38708,49024.9,49031.5,38708,49024.9,49031.5,1,10323.5,0,,Single Number Entry,Single Number Entry,5,object-42,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
4,1.74701E+12,"12/05/2025, 01:07:33",1.74699E+12,-5,"11/05/2025, 15:07:33",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Somewhat unlikely,26245.9,49024.9,49035.3,26245.9,49024.9,49035.3,1,22789.4,0,,Rating Scale,Rating Scale,3,object-15,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
5,1.74701E+12,"12/05/2025, 01:07:51",1.74699E+12,-5,"11/05/2025, 15:07:51",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 9,uzega4,3,continue,,17965.9,17961.8,17965.9,17965.9,17961.8,17965.9,1,0,0,,Click To Continue,Continue Button,6,object-109,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
6,1.74701E+12,"12/05/2025, 01:07:51",1.74699E+12,-5,"11/05/2025, 15:07:51",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 9,uzega4,3,response,Moderately valuable,7754.4,17961.8,17968.6,7754.4,17961.8,17968.6,1,10214.2,0,,Rating Scale,Rating Scale,3,object-104,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
7,1.74701E+12,"12/05/2025, 01:07:51",1.74699E+12,-5,"11/05/2025, 15:07:51",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 9,uzega4,3,response,Trust somewhat,17091,17961.8,17969,17091,17961.8,17969,1,878,0,,Rating Scale,Rating Scale,5,object-107,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
8,1.74701E+12,"12/05/2025, 01:07:55",1.74699E+12,-5,"11/05/2025, 15:07:55",226982,10,task-pzyq,,46073804,13398503,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x812,,Popularity_cue,13,Popularity,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,3676.5,3670.1,3676.5,3676.5,3670.1,3676.5,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,popularity_hed_choc.png,popularity_uti_choc.png,,consent
